DATAFLOW,REF_AREA:Country,INDICATOR:Indicator,SEX:Sex,WEALTH_QUINTILE:Wealth Quintile,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,DATA_SOURCE:Data Source,COUNTRY_NOTES:Country notes,REF_PERIOD:Reference Period,UNIT_MEASURE:Unit of measure,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,OBS_STATUS:Observation Status
UNICEF:CME(1.0): Child Mortality,LVA: Latvia,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2013,0.831713077,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.764396685,0.90537189,A: Normal value
UNICEF:CME(1.0): Child Mortality,LVA: Latvia,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2014,0.737731237,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.673839612,0.808171804,A: Normal value
UNICEF:CME(1.0): Child Mortality,LVA: Latvia,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2015,0.659865593,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.598551318,0.72309356,A: Normal value
UNICEF:CME(1.0): Child Mortality,LVA: Latvia,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2016,0.597325856,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.540292236,0.65792239,A: Normal value
UNICEF:CME(1.0): Child Mortality,LVA: Latvia,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2017,0.537299042,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.474942026,0.607909624,A: Normal value
UNICEF:CME(1.0): Child Mortality,LVA: Latvia,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2018,0.489365347,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.410570954,0.581903629,A: Normal value
UNICEF:CME(1.0): Child Mortality,LVA: Latvia,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2019,0.4559261,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.360059621,0.580521994,A: Normal value
UNICEF:CME(1.0): Child Mortality,LVA: Latvia,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2009,1.566386777,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.468260011,1.673196216,A: Normal value
UNICEF:CME(1.0): Child Mortality,LVA: Latvia,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2010,1.450429466,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.353948165,1.557816401,A: Normal value
UNICEF:CME(1.0): Child Mortality,LVA: Latvia,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2011,1.323602535,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.231346071,1.426347411,A: Normal value
UNICEF:CME(1.0): Child Mortality,LVA: Latvia,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2012,1.189785627,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.105407071,1.280166979,A: Normal value
UNICEF:CME(1.0): Child Mortality,LVA: Latvia,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2013,1.06472176,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.984432125,1.151617512,A: Normal value
UNICEF:CME(1.0): Child Mortality,LVA: Latvia,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2014,0.9529421,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.875984332,1.034965329,A: Normal value
UNICEF:CME(1.0): Child Mortality,LVA: Latvia,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2015,0.850887624,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.778091043,0.927056428,A: Normal value
UNICEF:CME(1.0): Child Mortality,LVA: Latvia,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2016,0.75775676,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.689398276,0.830236118,A: Normal value
UNICEF:CME(1.0): Child Mortality,LVA: Latvia,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2017,0.686443852,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.609782117,0.771855537,A: Normal value
UNICEF:CME(1.0): Child Mortality,LVA: Latvia,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2018,0.629095318,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.531878106,0.747876855,A: Normal value
UNICEF:CME(1.0): Child Mortality,LVA: Latvia,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2019,0.581002702,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.460136119,0.73889928,A: Normal value
UNICEF:CME(1.0): Child Mortality,MAR: Morocco,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2009,4.547841384,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.971880135,5.230707892,A: Normal value
UNICEF:CME(1.0): Child Mortality,MAR: Morocco,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2010,4.328290805,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.770675836,4.998421304,A: Normal value
UNICEF:CME(1.0): Child Mortality,MAR: Morocco,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2011,4.115228506,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.563852901,4.78087656,A: Normal value
UNICEF:CME(1.0): Child Mortality,MAR: Morocco,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2012,3.928738173,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.3682861,4.599962712,A: Normal value
UNICEF:CME(1.0): Child Mortality,MAR: Morocco,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2013,3.751453349,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.173017984,4.431108548,A: Normal value
UNICEF:CME(1.0): Child Mortality,MAR: Morocco,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2014,3.587487663,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,2.987725937,4.293496623,A: Normal value
UNICEF:CME(1.0): Child Mortality,MAR: Morocco,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2015,3.425698866,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,2.805160824,4.160791375,A: Normal value
UNICEF:CME(1.0): Child Mortality,MAR: Morocco,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2016,3.279132735,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,2.637450817,4.058418445,A: Normal value
UNICEF:CME(1.0): Child Mortality,MAR: Morocco,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2017,3.135885796,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,2.471738541,3.945815935,A: Normal value
UNICEF:CME(1.0): Child Mortality,MAR: Morocco,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2018,3.015143215,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,2.323412225,3.869132633,A: Normal value
UNICEF:CME(1.0): Child Mortality,MAR: Morocco,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2019,2.908786161,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,2.186650431,3.81698313,A: Normal value
UNICEF:CME(1.0): Child Mortality,MAR: Morocco,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2009,5.095731542,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,4.451453186,5.858896293,A: Normal value
UNICEF:CME(1.0): Child Mortality,MAR: Morocco,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2010,4.850940525,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,4.228421728,5.602300795,A: Normal value
UNICEF:CME(1.0): Child Mortality,MAR: Morocco,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2011,4.638066512,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,4.022970813,5.390803809,A: Normal value
UNICEF:CME(1.0): Child Mortality,MAR: Morocco,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2012,4.434650999,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.802431615,5.185195868,A: Normal value
UNICEF:CME(1.0): Child Mortality,MAR: Morocco,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2013,4.240916036,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.59233113,4.994949992,A: Normal value
UNICEF:CME(1.0): Child Mortality,MAR: Morocco,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2014,4.047434007,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.378198786,4.83849553,A: Normal value
UNICEF:CME(1.0): Child Mortality,MAR: Morocco,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2015,3.870953215,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,3.177384617,4.705530692,A: Normal value
UNICEF:CME(1.0): Child Mortality,MAR: Morocco,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2016,3.706152255,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,2.985873507,4.575070292,A: Normal value
UNICEF:CME(1.0): Child Mortality,MAR: Morocco,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2017,3.56001527,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,2.818837884,4.47587385,A: Normal value
UNICEF:CME(1.0): Child Mortality,MAR: Morocco,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2018,3.421863018,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,2.642487652,4.389972605,A: Normal value
UNICEF:CME(1.0): Child Mortality,MAR: Morocco,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2019,3.287878834,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,2.475600083,4.331545617,A: Normal value
UNICEF:CME(1.0): Child Mortality,MCO: Monaco,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2009,0.676924019,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.626626457,0.731020606,A: Normal value
UNICEF:CME(1.0): Child Mortality,MCO: Monaco,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2010,0.664313612,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.606849015,0.72462292,A: Normal value
UNICEF:CME(1.0): Child Mortality,MCO: Monaco,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2011,0.649718251,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.581846145,0.724136767,A: Normal value
UNICEF:CME(1.0): Child Mortality,MCO: Monaco,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2012,0.634845636,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.555283347,0.726062897,A: Normal value
UNICEF:CME(1.0): Child Mortality,MCO: Monaco,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2013,0.618203877,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.52488152,0.728903786,A: Normal value
UNICEF:CME(1.0): Child Mortality,MCO: Monaco,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2014,0.599826209,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.492470712,0.729191789,A: Normal value
UNICEF:CME(1.0): Child Mortality,MCO: Monaco,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2015,0.580810338,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.460374522,0.733346881,A: Normal value
UNICEF:CME(1.0): Child Mortality,MCO: Monaco,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2016,0.562721595,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.431512345,0.738839227,A: Normal value
UNICEF:CME(1.0): Child Mortality,MCO: Monaco,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2017,0.543844755,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.400580702,0.738505275,A: Normal value
UNICEF:CME(1.0): Child Mortality,MCO: Monaco,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2018,0.52766267,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.375197263,0.742668576,A: Normal value
UNICEF:CME(1.0): Child Mortality,MCO: Monaco,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2019,0.511234679,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.351822835,0.751712768,A: Normal value
UNICEF:CME(1.0): Child Mortality,MCO: Monaco,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2009,0.848773087,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.791181247,0.914321075,A: Normal value
UNICEF:CME(1.0): Child Mortality,MCO: Monaco,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2010,0.831395125,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.76507452,0.906399411,A: Normal value
UNICEF:CME(1.0): Child Mortality,MCO: Monaco,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2011,0.813009137,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.732925838,0.905817545,A: Normal value
UNICEF:CME(1.0): Child Mortality,MCO: Monaco,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2012,0.794297779,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.696680755,0.909938673,A: Normal value
UNICEF:CME(1.0): Child Mortality,MCO: Monaco,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2013,0.773356289,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.659701938,0.914405211,A: Normal value
UNICEF:CME(1.0): Child Mortality,MCO: Monaco,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2014,0.749619863,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.61685889,0.91386363,A: Normal value
UNICEF:CME(1.0): Child Mortality,MCO: Monaco,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2015,0.727107684,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.5765843,0.917342316,A: Normal value
UNICEF:CME(1.0): Child Mortality,MCO: Monaco,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2016,0.704543088,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.540280742,0.923468834,A: Normal value
UNICEF:CME(1.0): Child Mortality,MCO: Monaco,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2017,0.678851137,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.502570625,0.921807807,A: Normal value
UNICEF:CME(1.0): Child Mortality,MCO: Monaco,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2018,0.659164733,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.47114521,0.929682219,A: Normal value
UNICEF:CME(1.0): Child Mortality,MCO: Monaco,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2019,0.639487448,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,0.440335876,0.938006687,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDA: Republic of Moldova,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2009,2.246521126,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.912161642,2.832950687,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDA: Republic of Moldova,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2010,2.204251378,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.860400162,2.778462906,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDA: Republic of Moldova,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2011,2.163713347,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.808641832,2.745867855,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDA: Republic of Moldova,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2012,2.118599284,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.74829014,2.729243532,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDA: Republic of Moldova,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2013,2.079751936,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.691619335,2.703595717,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDA: Republic of Moldova,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2014,2.035573636,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.641170391,2.667586967,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDA: Republic of Moldova,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2015,1.993283866,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.589516681,2.61620124,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDA: Republic of Moldova,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2016,1.951110164,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.54500951,2.558917676,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDA: Republic of Moldova,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2017,1.910168024,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.493795118,2.515583869,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDA: Republic of Moldova,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2018,1.870168765,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.436647485,2.511112639,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDA: Republic of Moldova,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2019,1.828839845,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.360125304,2.557629873,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDA: Republic of Moldova,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2009,2.711870376,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,2.338597379,3.409907028,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDA: Republic of Moldova,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2010,2.666161913,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,2.276507882,3.344270821,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDA: Republic of Moldova,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2011,2.611886432,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,2.20293589,3.316780039,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDA: Republic of Moldova,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2012,2.564579615,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,2.125911799,3.30409533,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDA: Republic of Moldova,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2013,2.512871385,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,2.051583763,3.283347877,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDA: Republic of Moldova,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2014,2.465205128,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.992993983,3.22737675,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDA: Republic of Moldova,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2015,2.413337096,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.929909949,3.159496854,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDA: Republic of Moldova,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2016,2.361911275,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.874852614,3.090933357,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDA: Republic of Moldova,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2017,2.311197567,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.816979988,3.039424638,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDA: Republic of Moldova,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2018,2.259741409,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.744267709,3.026824845,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDA: Republic of Moldova,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2019,2.2186946,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,1.650023185,3.093094017,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDG: Madagascar,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2009,23.27318941,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,19.99189635,26.78853279,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDG: Madagascar,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2010,22.04344085,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,18.7052458,25.61174227,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDG: Madagascar,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2011,20.87371139,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,17.54276243,24.55850606,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDG: Madagascar,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2012,19.82092432,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,16.4383818,23.60209253,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDG: Madagascar,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2013,18.88067908,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,15.45196725,22.77916099,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDG: Madagascar,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2014,17.95949834,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,14.47493143,22.02619685,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDG: Madagascar,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2015,17.11267346,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,13.50330928,21.30651016,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDG: Madagascar,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2016,16.25423126,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,12.5257546,20.71633582,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDG: Madagascar,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2017,15.40751585,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,11.55505859,20.18036614,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDG: Madagascar,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2018,14.59535351,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,10.62717673,19.75445451,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDG: Madagascar,CME_MRY1T4: Child mortality rate (aged 1-4 years),F: Female,_T: Total,2019,13.87644907,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,9.741691422,19.5352914,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDG: Madagascar,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2009,24.97721384,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,21.28676004,28.93089218,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDG: Madagascar,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2010,23.71463314,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,19.98664355,27.67852686,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDG: Madagascar,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2011,22.5374119,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,18.7525685,26.61331436,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDG: Madagascar,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2012,21.4627071,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,17.65977983,25.75493012,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDG: Madagascar,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2013,20.48284246,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,16.61654085,24.95225712,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDG: Madagascar,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2014,19.57711721,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,15.63719499,24.23882845,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDG: Madagascar,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2015,18.71873525,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,14.61805696,23.55558921,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDG: Madagascar,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2016,17.88151888,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,13.63018699,23.03763287,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDG: Madagascar,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2017,17.03221927,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,12.61035584,22.58455384,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDG: Madagascar,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2018,16.23476166,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,11.69230908,22.32077956,A: Normal value
UNICEF:CME(1.0): Child Mortality,MDG: Madagascar,CME_MRY1T4: Child mortality rate (aged 1-4 years),M: Male,_T: Total,2019,15.44633081,UN_IGME,,,D_PER_1000_1: Deaths per 1000 children aged 1,10.72809606,22.02092087,A: Normal value
